age,gender,region,monthly_income,employment_status,work_experience,loan_amount,loan_term,interest_rate,current_debt,debt_to_income,number_of_loans,overdue_count,max_days_overdue,loan_purpose,target,monthly_payment_approx,payment_to_income,credit_burden_index,has_overdue_history,is_high_interest
23,M,Юг России,292694.27,employed,4,2064354.61,35,9.94,276192.59,0.9436,17,0,62,consumer,1,68186.23,0.233,3.4121,0,0
27,M,Москва,168015.32,employed,0,614532.94,33,10.16,305434.64,1.8179,14,3,64,refinance,0,21422.94,0.1275,3.098,1,0
26,F,Поволжье,18243.86,employed,1,172377.46,64,28.81,164157.47,8.9975,5,0,54,consumer,1,5299.42,0.2905,12.3043,0,1
37,F,Санкт-Петербург,245750.71,employed,0,1995629.55,64,14.81,275014.7,1.1191,6,5,93,consumer,0,45283.36,0.1843,3.9613,1,0
27,M,Москва,233982.21,employed,4,1289615.52,34,11.19,426484.46,1.8227,13,0,15,consumer,1,44435.01,0.1899,3.7518,0,0
45,M,Москва,242414.13,employed,12,1859521.55,71,12.48,288369.59,1.1896,8,3,59,consumer,0,37169.25,0.1533,3.8744,1,0
39,M,Урал,296930.79,employed,4,695228.67,33,17.6,368733.13,1.2418,15,4,50,consumer,1,26726.72,0.09,2.0613,1,0
32,M,Юг России,120603.89,self_employed,6,535076.61,70,13.84,288022.38,2.3881,12,4,51,consumer,0,11182.0,0.0927,3.941,1,0
36,F,Дальний Восток,547226.59,employed,15,2372906.96,64,11.27,348518.79,0.6369,1,1,52,consumer,0,49497.76,0.0905,2.1546,1,0
30,F,Дальний Восток,192801.28,employed,13,1462169.17,34,9.59,280791.87,1.4564,0,0,56,consumer,0,49282.39,0.2556,4.1107,0,0
27,M,Центральный ФО,199460.75,employed,8,1332085.8,28,12.53,299486.94,1.5015,3,0,36,consumer,0,55113.69,0.2763,3.8389,0,0
35,M,Москва,179480.72,employed,15,922189.73,57,25.1,301367.81,1.6791,7,5,75,consumer,0,27846.04,0.1551,3.4774,1,1
42,M,Москва,491411.95,employed,12,2449909.7,22,17.23,356174.14,0.7248,7,2,16,consumer,0,130663.3,0.2659,2.4697,1,0
46,M,Юг России,165122.26,employed,9,528231.21,81,11.99,272859.83,1.6525,5,4,61,consumer,0,9543.28,0.0578,2.7721,1,0
46,M,Юг России,214630.66,employed,6,1327608.17,39,21.7,289317.66,1.348,11,1,65,consumer,0,47738.98,0.2224,3.5129,1,1
34,M,Урал,180864.68,employed,6,915409.53,73,12.44,296918.57,1.6417,0,2,61,consumer,0,17939.45,0.0992,3.4131,1,0
28,F,Санкт-Петербург,396271.95,employed,9,1452945.9,39,16.99,249438.2,0.6295,7,1,82,consumer,0,48739.05,0.123,1.9127,1,0
42,F,Санкт-Петербург,81867.12,employed,7,425664.8,71,10.16,255978.18,3.1267,7,3,69,consumer,0,8001.32,0.0977,4.9465,1,0
38,M,Юг России,111506.18,self_employed,7,308289.2,78,13.71,291522.9,2.6144,18,2,45,auto,0,5992.81,0.0537,3.582,1,0
46,F,Санкт-Петербург,236444.32,employed,13,1422700.54,73,13.95,284130.33,1.2017,7,2,67,consumer,0,29020.85,0.1227,3.3076,1,0
39,F,Санкт-Петербург,245208.56,employed,1,1948567.11,65,15.98,305648.76,1.2465,8,1,92,consumer,0,44988.17,0.1835,4.0278,1,0
27,F,Санкт-Петербург,142128.07,employed,17,321100.22,41,11.09,308498.53,2.1706,9,3,42,consumer,0,9444.65,0.0665,2.9613,1,0
37,M,Москва,257119.92,employed,5,1869086.49,84,12.42,278954.97,1.0849,3,4,79,consumer,0,33415.77,0.13,3.6292,1,0
38,M,Урал,295165.15,employed,0,2285224.93,26,18.09,270030.04,0.9148,15,1,65,business,0,106893.0,0.3621,3.6246,1,1
32,F,Дальний Восток,266754.49,employed,9,1805944.39,45,12.9,270230.66,1.013,1,1,54,consumer,0,50829.83,0.1905,3.3825,1,0
29,M,Юг России,296208.75,employed,5,2015329.88,59,19.63,293985.32,0.9925,12,1,64,consumer,1,53511.23,0.1807,3.3738,1,1
51,F,Сибирь,201479.19,employed,9,1896682.48,42,12.62,212632.78,1.0554,3,3,44,consumer,0,56097.58,0.2784,4.3502,1,0
25,M,Москва,201568.14,employed,5,1068793.4,43,27.01,304080.45,1.5086,13,0,52,consumer,0,39052.84,0.1937,3.3644,0,1
41,F,Сибирь,223599.57,employed,3,1637709.45,84,27.45,289190.92,1.2933,7,4,80,consumer,0,44052.44,0.197,3.8568,1,1
45,F,Санкт-Петербург,132313.6,employed,9,442979.39,52,20.2,292964.48,2.2142,4,3,51,consumer,0,12851.5,0.0971,3.3859,1,1
44,F,Санкт-Петербург,227535.31,employed,10,1564210.65,37,15.91,290511.26,1.2768,8,1,62,consumer,1,53763.93,0.2363,3.6829,1,0
42,F,Санкт-Петербург,125044.12,employed,7,426236.76,37,15.96,295792.69,2.3655,3,4,109,consumer,0,14660.85,0.1172,3.5585,1,0
28,M,Москва,161962.09,employed,13,642722.11,73,19.68,282138.77,1.742,2,4,47,consumer,0,15166.09,0.0936,3.1309,1,1
46,F,Сибирь,229974.13,employed,6,1599133.93,76,12.5,278636.49,1.2116,0,8,270,consumer,0,30561.58,0.1329,3.6453,1,0
29,F,Санкт-Петербург,271355.16,employed,9,2448907.12,40,13.54,285192.44,1.051,1,4,68,consumer,0,76413.34,0.2816,4.2096,1,0
47,M,Урал,332063.42,employed,9,943363.83,35,18.03,300342.63,0.9045,7,1,45,consumer,0,34856.0,0.105,1.8988,1,1
30,M,Москва,189323.65,employed,10,965830.81,42,20.01,294081.71,1.5533,4,4,41,consumer,0,32164.57,0.1699,3.3388,1,1
44,F,Санкт-Петербург,245071.49,employed,9,1609330.53,38,16.84,276276.15,1.1273,8,1,58,consumer,1,54931.43,0.2241,3.4257,1,0
34,F,Санкт-Петербург,233904.45,unemployed,10,1152232.91,36,22.57,226925.48,0.9702,11,0,14,consumer,1,44344.79,0.1896,2.6943,0,1
35,F,Санкт-Петербург,240643.62,unemployed,10,1039713.95,35,23.1,216330.93,0.899,8,3,11,consumer,1,41103.25,0.1708,2.4112,1,1
27,M,Москва,188568.62,employed,5,1135741.86,42,28.64,300267.44,1.5923,15,4,53,consumer,0,43118.01,0.2287,3.7004,1,1
41,F,Санкт-Петербург,246239.56,employed,9,1499987.83,35,17.7,288101.55,1.17,10,3,61,consumer,1,55175.27,0.2241,3.302,1,0
34,M,Урал,177357.46,employed,6,909114.51,46,17.46,281762.4,1.5887,15,4,42,consumer,0,27247.72,0.1536,3.3827,1,0
24,M,Урал,238997.5,employed,4,1717618.49,76,14.28,267987.05,1.1213,22,3,67,consumer,0,34465.41,0.1442,3.6366,1,0
40,M,Центральный ФО,194065.78,employed,7,1062396.14,36,15.52,289790.53,1.4933,3,11,282,consumer,0,37099.42,0.1912,3.4093,1,0
41,M,Урал,256040.69,employed,5,1709381.81,28,17.47,271700.73,1.0612,4,1,50,business,0,74772.52,0.292,3.3978,1,0
32,F,Поволжье,252402.96,employed,7,502919.15,55,19.85,345969.96,1.3707,1,4,52,consumer,1,13996.2,0.0555,2.0681,1,1
40,M,Урал,152772.26,employed,7,856573.71,26,17.22,290785.08,1.9034,6,2,60,business,0,39705.47,0.2599,3.8658,1,0
37,M,Центральный ФО,259652.29,employed,16,1869862.45,35,12.62,288624.86,1.1116,3,0,41,consumer,1,64136.14,0.247,3.6321,0,0
44,F,Санкт-Петербург,251725.67,employed,8,1540190.67,34,17.35,280474.95,1.1142,8,4,58,consumer,1,57662.85,0.2291,3.2557,1,0
44,M,Юг России,219365.91,employed,9,1307714.78,43,23.04,275735.8,1.257,13,0,64,consumer,0,44949.36,0.2049,3.3434,0,1
29,M,Юг России,117209.17,employed,2,560210.44,67,13.26,298195.6,2.5441,3,1,61,consumer,0,11879.06,0.1013,4.2169,1,0
39,M,Москва,289857.71,employed,16,2224038.15,72,12.16,333444.16,1.1504,8,0,49,consumer,0,43665.64,0.1506,3.8359,0,0
27,M,Москва,330353.47,employed,12,2323383.02,59,16.67,288511.11,0.8733,7,3,86,consumer,0,57955.58,0.1754,3.3349,1,0
41,M,Москва,280253.1,employed,18,2335057.66,48,12.21,278688.08,0.9944,5,3,70,consumer,0,61732.06,0.2203,3.9106,1,0
31,M,Юг России,118977.0,self_employed,7,509436.64,69,14.47,289049.47,2.4294,9,2,51,consumer,0,10917.67,0.0918,3.9281,1,0
34,M,Урал,291149.01,employed,0,2050079.15,28,17.3,288932.51,0.9924,12,1,64,business,0,89505.76,0.3074,3.4568,1,0
45,M,Центральный ФО,160298.15,employed,19,807198.08,74,16.61,294765.84,1.8388,2,0,65,consumer,0,17501.09,0.1092,3.6013,0,0
41,M,Юг России,287478.35,self_employed,6,389078.44,66,24.23,148538.02,0.5167,21,1,18,consumer,0,10722.22,0.0373,0.9904,1,1
32,F,Дальний Восток,184170.74,employed,13,1287883.37,34,9.64,294064.11,1.5967,4,4,55,consumer,0,43438.12,0.2359,4.0442,1,0
33,M,Юг России,112691.24,self_employed,10,544056.68,75,20.9,297055.48,2.636,13,3,43,consumer,0,13050.0,0.1158,4.3257,1,1
30,M,Юг России,125258.24,employed,0,329141.33,35,27.72,278605.2,2.2242,15,4,57,consumer,0,13814.95,0.1103,3.1439,1,1
40,M,Москва,121771.58,employed,7,311661.75,62,13.2,277919.99,2.2823,1,1,83,auto,0,6960.85,0.0572,3.1781,1,0
28,M,Москва,200569.04,employed,4,1068350.28,41,27.22,291062.88,1.4512,14,4,52,consumer,0,40300.13,0.2009,3.3155,1,1
42,M,Урал,309779.65,employed,7,2282665.31,27,18.73,293144.16,0.9463,4,1,60,business,0,104253.51,0.3365,3.5253,1,1
29,F,Поволжье,18005.99,employed,3,181618.95,66,27.1,147651.54,8.1997,2,3,51,consumer,1,5319.97,0.2954,11.7298,1,1
31,M,Юг России,124694.01,employed,4,531157.36,67,13.8,293764.71,2.3559,2,3,63,consumer,0,11413.58,0.0915,3.8467,1,0
28,F,Поволжье,153021.78,employed,9,820755.25,36,18.45,288133.23,1.8829,1,1,48,business,0,29857.88,0.1951,3.7602,1,1
40,F,Дальний Восток,237368.21,employed,17,1854029.95,75,12.91,273828.0,1.1536,6,1,27,consumer,0,36146.18,0.1523,3.8874,1,0
42,M,Урал,158648.69,employed,5,624898.99,43,12.78,290597.34,1.8317,3,4,66,consumer,0,18189.14,0.1146,3.2103,1,0
31,F,Дальний Восток,260112.16,employed,11,1831540.52,56,12.82,289525.21,1.1131,6,0,47,consumer,0,43628.62,0.1677,3.5775,0,0
47,F,Сибирь,271967.5,employed,12,2417766.35,76,11.86,280393.88,1.031,3,3,43,consumer,0,45392.17,0.1669,4.1424,1,0
35,F,Дальний Восток,220072.77,employed,3,1470740.85,53,12.12,290711.93,1.321,1,1,61,consumer,0,35973.18,0.1635,3.66,1,0
28,M,Москва,214398.76,employed,0,1381953.79,35,11.28,431597.13,2.013,11,0,12,consumer,1,46518.72,0.217,4.269,0,0
29,M,Юг России,118411.16,employed,2,545490.03,70,12.94,294508.68,2.4871,6,0,63,consumer,0,11140.37,0.0941,4.0995,0,0
42,M,Урал,317295.91,employed,6,2058524.65,24,17.92,289113.59,0.9112,6,4,64,business,0,102690.44,0.3236,3.1819,1,0
30,F,Санкт-Петербург,135431.78,employed,17,329463.89,40,10.78,283203.9,2.0911,8,2,43,consumer,0,9841.42,0.0727,2.9425,1,0
49,F,Поволжье,292521.94,employed,7,388056.08,44,13.32,162480.43,0.5554,4,2,48,consumer,1,11195.69,0.0383,1.0197,1,0
26,F,Дальний Восток,315707.22,employed,2,1909849.96,39,13.6,301010.7,0.9534,13,2,49,consumer,0,60860.2,0.1928,3.0707,1,0
42,F,Санкт-Петербург,199629.62,employed,11,1263250.58,74,15.74,289676.13,1.4511,8,4,42,consumer,1,26778.84,0.1341,3.6658,1,0
32,F,Дальний Восток,235876.24,self_employed,1,1701394.23,38,13.71,296039.08,1.2551,12,0,42,auto,1,55445.15,0.2351,3.7796,0,0
50,M,Москва,129641.77,employed,10,321872.74,34,21.43,284594.34,2.1952,11,3,60,consumer,1,12711.74,0.0981,3.0642,1,1
38,M,Юг России,301837.34,employed,6,2263024.77,82,12.23,277996.07,0.921,4,4,66,consumer,0,40850.26,0.1353,3.5451,1,0
33,F,Поволжье,198928.03,employed,14,1344316.38,78,21.65,276649.92,1.3907,2,3,44,consumer,0,32248.24,0.1621,3.7559,1,1
31,F,Сибирь,181877.1,employed,11,1732101.93,74,27.71,380587.9,2.0925,2,1,56,consumer,0,49054.49,0.2697,5.4257,1,1
40,F,Санкт-Петербург,203074.49,employed,8,1250144.45,73,14.91,300293.94,1.4787,6,0,40,consumer,1,26149.3,0.1288,3.6334,0,0
42,F,Санкт-Петербург,243340.59,employed,10,1497672.88,34,15.9,302995.95,1.2451,8,1,60,consumer,1,55000.1,0.226,3.3993,1,0
39,M,Юг России,297662.76,self_employed,7,367221.63,62,24.88,151674.22,0.5095,20,2,15,consumer,0,10577.27,0.0355,0.9413,1,1
44,M,Урал,259639.83,employed,14,1828893.59,61,15.6,281552.62,1.0844,6,2,27,consumer,0,43609.26,0.168,3.5498,1,0
45,F,Санкт-Петербург,123196.12,employed,0,454865.08,29,14.17,292504.59,2.3743,9,1,61,consumer,0,18615.11,0.1511,3.6665,1,0
45,M,Центральный ФО,216993.0,employed,7,1628377.12,52,11.44,287316.45,1.3241,4,1,42,consumer,0,39861.6,0.1837,3.9506,1,0
39,M,Центральный ФО,240521.79,employed,2,1371218.44,84,14.49,297606.34,1.2373,3,9,265,consumer,0,26069.24,0.1084,3.2327,1,0
44,F,Дальний Восток,245865.02,employed,0,1472768.92,25,20.21,296699.26,1.2068,15,1,40,consumer,0,72667.94,0.2956,3.3033,1,1
29,F,Дальний Восток,262308.2,employed,12,1818132.6,55,13.43,289519.45,1.1037,5,1,48,consumer,0,44447.09,0.1694,3.5297,1,0
35,M,Урал,249172.3,self_employed,7,1803849.47,66,14.06,282177.28,1.1325,10,1,40,consumer,0,39399.32,0.1581,3.6662,1,0
43,M,Урал,284760.42,employed,1,2193363.6,38,18.01,275088.58,0.966,12,1,61,business,0,76156.18,0.2674,3.6619,1,1
34,F,Поволжье,236680.75,employed,18,1764789.91,51,22.56,289008.04,1.2211,1,0,34,consumer,1,54104.66,0.2286,3.8308,0,1
33,M,Юг России,127793.25,employed,0,330149.23,34,29.06,278963.18,2.1829,18,0,57,consumer,0,14361.09,0.1124,3.0871,0,1
41,M,Москва,237817.8,employed,10,1452546.21,65,11.3,287587.23,1.2093,8,2,61,consumer,0,29981.15,0.1261,3.347,1,0
40,M,Урал,207819.63,employed,19,826115.22,61,12.97,285993.54,1.3762,0,4,69,consumer,0,18564.88,0.0893,2.7675,1,0
35,M,Москва,128029.13,employed,13,629380.1,71,10.78,293415.81,2.2918,10,5,124,consumer,0,12028.41,0.0939,4.0123,1,0
26,F,Дальний Восток,280955.69,employed,6,1440579.08,39,21.87,294641.12,1.0487,15,1,63,consumer,1,51929.28,0.1848,2.8433,1,1
25,F,Санкт-Петербург,236653.67,employed,8,1953110.23,40,14.43,352057.23,1.4876,3,0,18,consumer,1,61796.06,0.2611,4.3762,0,0
37,M,Урал,289870.33,employed,1,2195172.31,25,16.86,278627.85,0.9612,16,1,65,business,0,104738.07,0.3613,3.6117,1,0
27,F,Поволжье,236934.26,employed,9,1516133.7,69,24.96,265096.41,1.1189,2,0,48,consumer,0,41581.65,0.1755,3.3585,0,1
41,M,Урал,291799.96,employed,16,2351464.07,27,12.88,272960.42,0.9354,10,0,61,business,0,100782.78,0.3454,3.7559,0,0
40,M,Урал,157767.68,employed,4,594050.08,42,13.31,288195.1,1.8267,5,3,69,consumer,0,17770.33,0.1126,3.1446,1,0
31,M,Москва,187262.81,employed,10,986189.59,45,19.28,294243.68,1.5713,1,3,43,consumer,0,30952.34,0.1653,3.4145,1,1
36,F,Дальний Восток,263711.06,employed,4,1949385.83,40,12.23,288284.53,1.0932,3,4,39,consumer,0,59586.01,0.226,3.6804,1,0
30,M,Урал,442130.21,employed,15,2183179.2,59,15.04,400506.45,0.9059,16,2,47,consumer,1,52576.47,0.1189,2.6341,1,0
41,M,Москва,188528.63,employed,17,961661.42,54,12.4,294087.59,1.5599,4,4,54,consumer,0,23326.35,0.1237,3.3452,1,0
38,F,Сибирь,291816.88,employed,9,1934877.74,73,10.95,284015.61,0.9733,8,4,54,consumer,0,36422.36,0.1248,3.2939,1,0
33,M,Москва,247516.04,retired,13,1815771.41,42,10.92,275176.43,1.1117,6,0,70,consumer,0,52213.46,0.2109,3.6793,0,0
37,M,Юг России,436027.31,employed,12,1856972.81,84,28.49,260657.15,0.5978,6,4,66,consumer,0,51224.08,0.1175,2.0884,1,1
42,M,Москва,261744.5,employed,11,1793109.44,75,12.74,273287.51,1.0441,7,3,58,consumer,0,34796.81,0.1329,3.4418,1,0
37,F,Сибирь,266217.16,employed,3,1886092.07,34,13.23,282568.54,1.0614,7,2,29,auto,1,66820.13,0.251,3.5411,1,0
35,F,Сибирь,190645.34,employed,13,1206206.83,65,19.08,291741.74,1.5303,3,1,57,consumer,0,29904.27,0.1569,3.7447,1,1
37,F,Санкт-Петербург,256826.99,unemployed,8,1116907.6,37,22.93,215562.43,0.8393,8,2,10,consumer,1,42380.81,0.165,2.3614,1,1
41,M,Центральный ФО,235791.04,employed,5,1397524.28,82,15.48,285343.92,1.2102,1,10,265,consumer,0,27717.39,0.1176,3.2846,1,0
27,F,Поволжье,247453.32,employed,9,1355663.48,72,25.09,309373.33,1.2502,5,3,47,consumer,0,36592.65,0.1479,3.1677,1,1
37,F,Санкт-Петербург,206766.44,employed,9,1303689.69,43,19.62,243438.91,1.1774,8,1,98,business,0,42452.0,0.2053,3.3841,1,1
31,M,Юг России,243989.28,self_employed,7,1893806.48,84,10.05,291203.6,1.1935,13,0,61,consumer,0,31488.38,0.1291,3.9101,0,0
37,M,Москва,218677.68,employed,16,1283902.12,75,12.15,300965.75,1.3763,3,4,63,consumer,0,24515.77,0.1121,3.4312,1,0
34,F,Сибирь,194960.85,employed,15,1218641.36,67,19.08,297917.3,1.5281,2,2,56,consumer,0,29696.75,0.1523,3.7158,1,1
37,M,Юг России,257019.0,employed,14,1759725.63,69,19.0,306539.46,1.1927,3,3,44,consumer,0,42104.62,0.1638,3.589,1,1
22,F,Дальний Восток,262198.57,unemployed,5,1941180.89,53,14.11,303421.0,1.1572,14,3,51,consumer,0,49424.47,0.1885,3.7484,1,0
42,M,Юг России,288030.78,self_employed,5,377776.95,66,24.21,158956.8,0.5519,21,1,17,consumer,0,10406.27,0.0361,1.0109,1,1
24,F,Санкт-Петербург,290147.77,employed,3,2340943.0,54,9.88,284787.18,0.9815,7,1,44,consumer,0,53874.75,0.1857,3.8053,1,0
45,F,Сибирь,306845.98,employed,12,2306664.52,73,11.32,274019.33,0.893,2,4,42,consumer,0,43859.94,0.1429,3.5241,1,0
33,M,Юг России,127924.25,employed,1,320356.56,32,27.36,281145.52,2.1977,14,1,59,consumer,0,14212.25,0.1111,3.0742,1,1
34,F,Дальний Восток,192190.71,employed,14,1373480.81,37,10.0,301101.64,1.5667,1,0,55,consumer,0,43290.81,0.2252,4.0679,0,0
26,M,Москва,324112.91,employed,12,2329995.82,61,14.66,290321.04,0.8957,9,4,85,consumer,0,54403.02,0.1679,3.4118,1,0
33,M,Юг России,120756.23,employed,2,320167.4,35,26.74,292893.66,2.4255,18,1,59,consumer,0,13270.5,0.1099,3.3534,1,1
37,M,Центральный ФО,248749.51,employed,14,1792563.61,36,12.68,281648.21,1.1323,4,0,42,consumer,1,60122.63,0.2417,3.6544,0,0
37,M,Урал,261499.59,employed,0,1668413.33,28,18.23,287192.41,1.0982,12,0,67,business,0,73599.7,0.2815,3.3313,0,1
41,F,Сибирь,227535.66,employed,8,1631404.25,30,21.92,326317.6,1.4341,0,5,82,consumer,1,71117.49,0.3126,3.9436,1,1
38,F,Сибирь,154098.99,self_employed,11,594131.32,9,19.09,284174.28,1.8441,10,2,20,consumer,0,71375.97,0.4632,3.1935,1,1
48,M,Юг России,126791.69,employed,18,549204.63,84,25.51,289192.6,2.2808,17,3,47,consumer,0,14080.85,0.1111,3.7969,1,1
38,M,Урал,304053.59,employed,1,2195833.03,26,17.49,288999.9,0.9505,9,0,40,business,0,102072.25,0.3357,3.4781,0,0
41,M,Москва,141031.37,employed,4,1817393.05,56,27.87,442652.64,3.1387,12,1,44,consumer,1,58335.89,0.4136,7.6489,1,1
40,F,Санкт-Петербург,126258.82,employed,9,415850.69,37,16.21,297800.04,2.3586,1,3,107,consumer,0,14355.13,0.1137,3.5114,1,0
37,M,Москва,242464.43,retired,11,1719671.46,43,11.12,286262.55,1.1806,9,0,70,consumer,0,48670.52,0.2007,3.663,0,0
24,M,Центральный ФО,191230.47,employed,11,1355004.21,29,12.69,292281.9,1.5284,4,2,36,consumer,0,54499.2,0.285,4.0084,1,0
36,M,Москва,221044.16,employed,13,1364932.45,74,11.88,289317.91,1.3089,5,2,62,consumer,0,26106.32,0.1181,3.4701,1,0
48,F,Санкт-Петербург,227121.76,employed,13,1374057.55,73,14.05,296465.88,1.3053,8,2,69,consumer,0,28102.38,0.1237,3.4228,1,0
29,F,Санкт-Петербург,134339.74,employed,17,334338.47,43,11.01,279398.1,2.0798,7,4,40,consumer,0,9444.84,0.0703,2.9508,1,0
51,F,Сибирь,218252.23,employed,11,1963939.67,40,13.21,233040.74,1.0678,4,4,47,consumer,0,60964.57,0.2793,4.2172,1,0
34,F,Сибирь,181580.65,employed,8,1618069.78,76,27.16,351965.91,1.9383,1,2,56,consumer,0,44798.43,0.2467,5.0572,1,1
47,M,Москва,439314.48,employed,2,1635876.16,75,12.25,348989.33,0.7944,16,1,62,consumer,0,31322.56,0.0713,2.0977,1,0
27,M,Москва,161369.2,employed,4,949851.3,59,21.44,288273.16,1.7864,13,2,82,consumer,0,26179.32,0.1622,3.8466,1,1
43,M,Урал,276086.54,employed,15,2234921.91,25,23.33,272392.33,0.9866,19,1,46,business,0,113724.72,0.4119,3.8199,1,1
38,M,Центральный ФО,242903.54,student,16,1677965.19,38,13.08,215188.85,0.8859,7,3,44,mortgage,1,54168.23,0.223,3.3037,1,0
31,M,Москва,201980.64,employed,8,1034594.67,44,12.18,264288.74,1.3085,0,0,56,consumer,0,29270.79,0.1449,3.1013,0,0
40,M,Москва,153562.62,employed,18,834978.74,48,12.33,270779.11,1.7633,3,2,65,consumer,0,22123.72,0.1441,3.6664,1,0
42,F,Поволжье,157546.49,employed,16,430450.22,41,11.8,293699.02,1.8642,7,1,65,consumer,1,12807.84,0.0813,2.8205,1,0
38,M,Юг России,114620.51,self_employed,5,308125.63,76,14.1,277699.76,2.4228,19,3,44,auto,0,6152.69,0.0537,3.3636,1,0
42,F,Санкт-Петербург,125047.72,employed,6,421693.59,37,14.89,291280.84,2.3293,3,5,106,consumer,0,14282.22,0.1142,3.5096,1,0
40,M,Урал,156266.31,employed,5,638532.28,40,12.22,291273.28,1.8639,6,1,69,consumer,0,19514.65,0.1249,3.2941,1,0
42,M,Центральный ФО,112011.58,employed,14,1539813.31,61,27.29,416806.44,3.7211,9,3,26,consumer,1,46920.45,0.4189,8.5324,1,1
30,F,Сибирь,255445.59,employed,3,1791747.46,65,10.96,297625.24,1.1651,7,0,36,consumer,0,36674.62,0.1436,3.6201,0,0
42,M,Юг России,165165.28,employed,8,539044.05,81,12.95,277571.12,1.6806,3,0,62,consumer,0,10015.56,0.0606,2.8228,0,0
47,F,Сибирь,311509.48,employed,13,2358714.17,38,12.66,276559.89,0.8878,2,4,46,consumer,1,75665.31,0.2429,3.538,1,0
48,F,Сибирь,310671.35,employed,14,2244637.12,36,12.78,297498.6,0.9576,1,4,46,consumer,1,75393.06,0.2427,3.4864,1,0
24,M,Москва,305666.33,employed,14,2269120.81,59,16.03,297187.09,0.9723,8,5,87,consumer,0,55829.55,0.1826,3.5705,1,0
42,F,Санкт-Петербург,211653.06,employed,9,1126954.12,33,13.53,286175.37,1.3521,0,2,47,consumer,0,41086.37,0.1941,3.2157,1,0
42,M,Урал,149454.12,employed,4,624530.51,41,13.3,289263.6,1.9355,5,1,67,consumer,0,19037.44,0.1274,3.398,1,0
38,M,Урал,259731.09,employed,0,1773666.59,28,18.12,273108.78,1.0515,12,1,64,business,0,78147.32,0.3009,3.4416,1,1
46,M,Москва,474252.29,employed,9,2403777.12,20,16.66,380872.68,0.8031,7,1,19,consumer,0,138473.39,0.292,2.5771,1,0
34,M,Юг России,117190.08,self_employed,9,533865.94,76,21.12,278501.43,2.3765,10,2,40,consumer,0,12793.24,0.1092,3.9709,1,1
39,F,Сибирь,228332.56,employed,8,1591355.99,34,21.46,324717.42,1.4221,0,2,82,consumer,1,62871.91,0.2754,3.8614,1,1
25,M,Юг России,282768.54,employed,16,539599.45,78,24.98,287576.5,1.017,9,3,68,auto,0,14049.29,0.0497,1.6849,1,1
24,F,Дальний Восток,131192.21,employed,2,555654.26,39,26.2,291386.69,2.2211,15,0,63,auto,0,21310.1,0.1624,3.7034,0,1
32,F,Поволжье,190215.93,employed,12,1357626.28,65,12.18,270594.5,1.4226,3,1,62,consumer,0,28630.76,0.1505,3.9206,1,0
47,M,Юг России,127255.33,employed,16,519552.34,84,25.33,283570.39,2.2283,17,4,49,consumer,0,13260.54,0.1042,3.6573,1,1
44,M,Москва,251198.07,employed,13,1505163.55,63,12.75,279620.07,1.1131,0,3,63,consumer,0,32895.25,0.131,3.2103,1,0
38,M,Юг России,311363.02,employed,3,2325297.98,84,12.56,284961.11,0.9152,5,2,66,consumer,0,41747.49,0.1341,3.529,1,0
